average_time,weiht,appearances_counts,height,assist_num,num,goal_num,birth,appearance_time,name,img,is_star,team,position
0,79kg,0,1.8m,0,16号,0,1987/9/20,0,古钱内贾德,http://p1.img.cctvpic.com/sports/data/playerImageB/15156.png,0,伊朗,前锋
88.67,71kg,3,1.79m,0,11号,0,1988/4/2,266,阿米里,http://p1.img.cctvpic.com/sports/data/playerImageB/790983.png,0,伊朗,中场
83,82kg,2,1.9m,0,6号,0,1996/10/1,166,阿法,http://p1.img.cctvpic.com/sports/data/playerImageB/359334.png,0,伊朗,中场
68,79kg,1,1.87m,0,7号,0,1984/6/9,68,马苏德,http://p1.img.cctvpic.com/sports/data/playerImageB/15566.png,0,伊朗,中场
86.67,75kg,3,1.78m,0,9号,0,1987/9/16,260,奥米德,http://p1.img.cctvpic.com/sports/data/playerImageB/150993.png,0,伊朗,中场
27.5,69kg,2,1.78m,0,5号,0,1993/9/29,55,穆罕迈迪,http://p1.img.cctvpic.com/sports/data/playerImageB/820138.png,0,伊朗,后卫
90,80kg,1,1.92m,0,4号,0,1993/7/24,90,切什米,http://p1.img.cctvpic.com/sports/data/playerImageB/820102.png,0,伊朗,后卫
90,75kg,3,1.85m,0,23号,0,1990/3/21,270,礼萨扬,http://p1.img.cctvpic.com/sports/data/playerImageB/790985.png,0,伊朗,后卫
90,83kg,3,1.87m,0,8号,0,1992/4/19,270,莫尔塔扎·普拉利甘吉,http://p1.img.cctvpic.com/sports/data/playerImageB/377798.png,0,伊朗,后卫
0,80kg,0,1.86m,0,13号,0,1991/5/11,0,汉扎德,http://p1.img.cctvpic.com/sports/data/playerImageB/377784.png,0,伊朗,后卫
63.33,78kg,3,1.83m,0,19号,0,1996/6/20,190,侯赛尼,http://p1.img.cctvpic.com/sports/data/playerImageB/359332.png,0,伊朗,后卫
11,77kg,1,1.85m,0,15号,0,1983/9/6,11,蒙塔泽里,http://p1.img.cctvpic.com/sports/data/playerImageB/196472.png,0,伊朗,后卫
71.67,75kg,3,1.78m,0,3号,0,1990/2/25,215,哈吉萨菲,http://p1.img.cctvpic.com/sports/data/playerImageB/137569.png,0,伊朗,后卫
0,84kg,0,1.92m,0,12号,0,1989/5/18,0,马扎赫里,http://p1.img.cctvpic.com/sports/data/playerImageB/963157.png,0,伊朗,守门员
0,80kg,0,1.86m,0,22号,0,1993/4/26,0,阿贝德扎德,http://p1.img.cctvpic.com/sports/data/playerImageB/377776.png,0,伊朗,守门员
90,85kg,3,1.94m,0,1号,0,1992/9/21,270,贝兰万德,http://p1.img.cctvpic.com/sports/data/playerImageB/377774.png,0,伊朗,守门员
98.57,72kg,7,1.85m,0,1号,0,1994/3/7,690,皮克福德,http://p1.img.cctvpic.com/sports/data/playerImageB/138530.png,0,英格兰,守门员
90,85kg,1,1.91m,0,15号,0,1985/12/19,90,卡希尔,http://p1.img.cctvpic.com/sports/data/playerImageB/9628.png,0,英格兰,后卫
90,72kg,2,1.82m,0,16号,0,1992/2/21,180,琼斯,http://p1.img.cctvpic.com/sports/data/playerImageB/93868.png,0,英格兰,后卫
79,70kg,1,1.75m,0,22号,0,1998/10/7,79,阿诺德,http://p1.img.cctvpic.com/sports/data/playerImageB/779556.png,0,英格兰,后卫
42,78kg,5,1.8m,0,19号,0,1997/10/31,210,拉什福德,http://p1.img.cctvpic.com/sports/data/playerImageB/903830.png,0,英格兰,前锋
11,78kg,1,1.84m,0,14号,0,1990/11/26,11,维尔贝克,http://p1.img.cctvpic.com/sports/data/playerImageB/33902.png,0,英格兰,前锋
39.25,80kg,4,1.78m,0,11号,0,1987/1/11,157,瓦尔迪,http://p1.img.cctvpic.com/sports/data/playerImageB/173827.png,0,英格兰,前锋
75.83,70kg,6,1.7m,1,10号,0,1994/12/8,455,斯特林,http://p1.img.cctvpic.com/sports/data/playerImageB/138534.png,0,英格兰,前锋
68.5,73kg,4,1.9m,1,21号,0,1996/1/23,274,奇克,http://p1.img.cctvpic.com/sports/data/playerImageB/284441.png,0,英格兰,中场
72.8,76kg,5,1.88m,0,20号,1,1996/4/11,364,阿里,http://p1.img.cctvpic.com/sports/data/playerImageB/198028.png,0,英格兰,中场
96.4,82kg,5,1.83m,0,8号,0,1990/6/17,482,亨德森,http://p1.img.cctvpic.com/sports/data/playerImageB/42694.png,0,英格兰,中场
88,60kg,6,1.75m,1,7号,1,1992/12/15,528,林加德,http://p1.img.cctvpic.com/sports/data/playerImageB/205508.png,0,英格兰,中场
49.4,90kg,5,1.88m,0,4号,0,1994/1/15,247,戴尔,http://p1.img.cctvpic.com/sports/data/playerImageB/146101.png,0,英格兰,中场
96.67,72kg,6,1.78m,1,12号,1,1990/9/19,580,特里皮尔,http://p1.img.cctvpic.com/sports/data/playerImageB/69256.png,0,英格兰,后卫
40.6,76kg,5,1.73m,0,3号,0,1990/7/2,203,罗斯,http://p1.img.cctvpic.com/sports/data/playerImageB/16586.png,0,英格兰,后卫
55,78kg,4,1.74m,0,17号,0,1989/11/21,220,德尔菲,http://p1.img.cctvpic.com/sports/data/playerImageB/24048.png,0,英格兰,后卫
92.14,72kg,7,1.88m,0,5号,2,1994/5/28,645,斯通斯,http://p1.img.cctvpic.com/sports/data/playerImageB/152077.png,0,英格兰,后卫
92.14,98kg,7,1.93m,1,6号,1,1993/3/5,645,马格雷,http://p1.img.cctvpic.com/sports/data/playerImageB/149380.png,0,英格兰,后卫
92.4,78kg,5,1.75m,1,18号,0,1985/7/9,462,杨,http://p1.img.cctvpic.com/sports/data/playerImageB/10589.png,0,英格兰,后卫
0,96kg,0,1.96m,0,13号,0,1993/3/10,0,巴特兰,http://p1.img.cctvpic.com/sports/data/playerImageB/98448.png,0,英格兰,守门员
0,76kg,0,1.91m,0,23号,0,1992/4/19,0,波佩,http://p1.img.cctvpic.com/sports/data/playerImageB/162653.png,0,英格兰,守门员
95.5,98公斤,6,1.88米,0,9号,6,1993年7月28日,573,凯恩,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527839128776_443.jpg,1,英格兰,前锋
99,83kg,5,1.78m,0,2号,0,1990/5/28,495,沃克,http://p1.img.cctvpic.com/sports/data/playerImageB/44614.png,0,英格兰,后卫
